,day,cash,portfolio,equity,positions,current,date
90,160,14635.527851104736,1160710.4563598633,1175345.984210968,7,"['APCOTEXIND.NS-393-389', 'IOC.NS-135-134', 'SAILIFE.NS-924-856', 'NMDC.NS-69-65', 'THANGAMAYL.NS-2121-1963', 'DIXON.NS-16717-15631', 'DPABHUSHAN.NS-1634-1536']",2025-08-21
91,161,14635.527851104736,1150760.933166504,1165396.4610176086,7,"['APCOTEXIND.NS-386-389', 'IOC.NS-134-134', 'SAILIFE.NS-925-857', 'NMDC.NS-68-65', 'THANGAMAYL.NS-2109-1963', 'DIXON.NS-16885-15631', 'DPABHUSHAN.NS-1597-1536']",2025-08-22
92,162,252.39104080200195,1166506.432434082,1166758.823474884,7,"['IOC.NS-134-134', 'SAILIFE.NS-906-857', 'NMDC.NS-68-65', 'THANGAMAYL.NS-2175-2013', 'DIXON.NS-17010-15735', 'DPABHUSHAN.NS-1593-1536', 'VMARCIND.NS-481-446']",2025-08-25
93,163,252.39104080200195,1147104.4899902344,1147356.8810310364,7,"['IOC.NS-133-134', 'SAILIFE.NS-861-857', 'NMDC.NS-67-65', 'THANGAMAYL.NS-2217-2052', 'DIXON.NS-16660-15735', 'DPABHUSHAN.NS-1579-1536', 'VMARCIND.NS-463-446']",2025-08-26
94,164,252.39104080200195,1140361.0484924316,1140613.4395332336,7,"['IOC.NS-132-134', 'SAILIFE.NS-816-857', 'NMDC.NS-66-65', 'THANGAMAYL.NS-2234-2068', 'DIXON.NS-16670-15735', 'DPABHUSHAN.NS-1614-1536', 'VMARCIND.NS-460-446']",2025-08-28
95,165,149630.18396949768,990714.2842197418,1140344.4681892395,6,"['NMDC.NS-66-65', 'THANGAMAYL.NS-2249-2081', 'DIXON.NS-16682-15735', 'DPABHUSHAN.NS-1570-1536', 'VMARCIND.NS-469-446', 'IBULLSLTD.NS-16-16']",2025-08-29
96,166,197.4331760406494,1160200.6492900848,1160398.0824661255,7,"['NMDC.NS-67-65', 'THANGAMAYL.NS-2235-2081', 'DIXON.NS-17574-16257', 'DPABHUSHAN.NS-1608-1536', 'VMARCIND.NS-467-446', 'IBULLSLTD.NS-17-16', 'SKIPPER.NS-535-496']",2025-09-01
97,167,197.4331760406494,1179796.6509609222,1179994.084136963,7,"['NMDC.NS-70-66', 'THANGAMAYL.NS-2252-2084', 'DIXON.NS-17545-16257', 'DPABHUSHAN.NS-1599-1536', 'VMARCIND.NS-475-446', 'IBULLSLTD.NS-17-17', 'SKIPPER.NS-543-503']",2025-09-02
98,168,197.4331760406494,1192562.057144165,1192759.4903202057,7,"['NMDC.NS-72-67', 'THANGAMAYL.NS-2223-2084', 'DIXON.NS-17751-16420', 'DPABHUSHAN.NS-1578-1536', 'VMARCIND.NS-485-450', 'IBULLSLTD.NS-18-18', 'SKIPPER.NS-543-504']",2025-09-03
99,169,197.4331760406494,1190832.1975364685,1191029.6307125092,7,"['NMDC.NS-71-67', 'THANGAMAYL.NS-2185-2084', 'DIXON.NS-17844-16506', 'DPABHUSHAN.NS-1564-1536', 'VMARCIND.NS-468-450', 'IBULLSLTD.NS-19-19', 'SKIPPER.NS-549-509']",2025-09-04
100,170,197.4331760406494,1198792.9519309998,1198990.3851070404,7,"['NMDC.NS-72-67', 'THANGAMAYL.NS-2189-2084', 'DIXON.NS-17847-16509', 'DPABHUSHAN.NS-1577-1536', 'VMARCIND.NS-465-450', 'IBULLSLTD.NS-19-19', 'SKIPPER.NS-568-526']",2025-09-05
101,171,827.166187286377,1176133.650970459,1176960.8171577454,7,"['NMDC.NS-72-67', 'THANGAMAYL.NS-2175-2084', 'DIXON.NS-17997-16649', 'DPABHUSHAN.NS-1552-1536', 'VMARCIND.NS-443-450', 'SKIPPER.NS-560-526', 'ACE.NS-1061-982']",2025-09-08
102,172,827.166187286377,1195630.9524230957,1196458.118610382,7,"['NMDC.NS-72-68', 'THANGAMAYL.NS-2218-2084', 'DIXON.NS-17993-16649', 'DPABHUSHAN.NS-1553-1536', 'VMARCIND.NS-454-450', 'SKIPPER.NS-552-526', 'ACE.NS-1143-1058']",2025-09-09
103,173,827.166187286377,1178692.7098388672,1179519.8760261536,7,"['NMDC.NS-73-68', 'THANGAMAYL.NS-2185-2084', 'DIXON.NS-17889-16649', 'DPABHUSHAN.NS-1552-1536', 'VMARCIND.NS-435-450', 'SKIPPER.NS-538-526', 'ACE.NS-1125-1058']",2025-09-10
104,174,827.166187286377,1183061.1456298828,1183888.3118171692,7,"['NMDC.NS-73-69', 'THANGAMAYL.NS-2145-2084', 'DIXON.NS-18032-16681', 'DPABHUSHAN.NS-1566-1536', 'VMARCIND.NS-454-450', 'SKIPPER.NS-532-526', 'ACE.NS-1112-1058']",2025-09-11
105,175,827.166187286377,1184463.731842041,1185290.8980293274,7,"['NMDC.NS-74-69', 'THANGAMAYL.NS-2180-2084', 'DIXON.NS-18094-16738', 'DPABHUSHAN.NS-1548-1536', 'VMARCIND.NS-447-450', 'SKIPPER.NS-533-526', 'ACE.NS-1118-1058']",2025-09-12
106,176,827.166187286377,1187675.2083740234,1188502.3745613098,7,"['NMDC.NS-73-69', 'THANGAMAYL.NS-2164-2084', 'DIXON.NS-17977-16738', 'DPABHUSHAN.NS-1558-1536', 'VMARCIND.NS-457-450', 'SKIPPER.NS-542-526', 'ACE.NS-1120-1058']",2025-09-15
107,177,827.166187286377,1187176.3438110352,1188003.5099983215,7,"['NMDC.NS-73-69', 'THANGAMAYL.NS-2141-2084', 'DIXON.NS-18110-16752', 'DPABHUSHAN.NS-1571-1536', 'VMARCIND.NS-460-450', 'SKIPPER.NS-539-526', 'ACE.NS-1112-1058']",2025-09-16
108,178,827.166187286377,1195618.7178344727,1196445.884021759,7,"['NMDC.NS-73-69', 'THANGAMAYL.NS-2180-2084', 'DIXON.NS-18110-16752', 'DPABHUSHAN.NS-1580-1536', 'VMARCIND.NS-459-450', 'SKIPPER.NS-540-526', 'ACE.NS-1134-1058']",2025-09-17
109,179,827.166187286377,1192112.9979553223,1192940.1641426086,7,"['NMDC.NS-74-69', 'THANGAMAYL.NS-2163-2084', 'DIXON.NS-18331-16957', 'DPABHUSHAN.NS-1582-1536', 'VMARCIND.NS-440-450', 'SKIPPER.NS-535-526', 'ACE.NS-1145-1060']",2025-09-18
110,180,827.166187286377,1189489.8725280762,1190317.0387153625,7,"['NMDC.NS-74-69', 'THANGAMAYL.NS-2148-2084', 'DIXON.NS-18177-16957', 'DPABHUSHAN.NS-1575-1536', 'VMARCIND.NS-442-450', 'SKIPPER.NS-535-526', 'ACE.NS-1150-1064']",2025-09-19
111,181,827.166187286377,1181616.0911865234,1182443.2573738098,7,"['NMDC.NS-74-69', 'THANGAMAYL.NS-2100-2084', 'DIXON.NS-18082-16957', 'DPABHUSHAN.NS-1542-1536', 'VMARCIND.NS-434-450', 'SKIPPER.NS-548-526', 'ACE.NS-1146-1064']",2025-09-22
112,182,268.41106033325195,1179899.8562011719,1180168.2672615051,7,"['NMDC.NS-75-71', 'THANGAMAYL.NS-2059-2084', 'DIXON.NS-18130-16957', 'DPABHUSHAN.NS-1535-1536', 'SKIPPER.NS-542-526', 'ACE.NS-1155-1069', 'INDUSTOWER.NS-359-333']",2025-09-23
113,183,2212.691089630127,1168029.9420471191,1170242.6331367493,7,"['NMDC.NS-74-71', 'DIXON.NS-18161-16957', 'DPABHUSHAN.NS-1513-1536', 'SKIPPER.NS-536-526', 'ACE.NS-1138-1069', 'INDUSTOWER.NS-358-333', 'WAAREEENER.NS-3487-3227']",2025-09-24
114,184,2212.691089630127,1157384.9929199219,1159597.684009552,7,"['NMDC.NS-74-71', 'DIXON.NS-18202-16957', 'DPABHUSHAN.NS-1498-1536', 'SKIPPER.NS-532-526', 'ACE.NS-1114-1069', 'INDUSTOWER.NS-356-333', 'WAAREEENER.NS-3443-3227']",2025-09-25
115,185,163118.4857673645,956956.9348754883,1120075.4206428528,6,"['NMDC.NS-72-71', 'DIXON.NS-17511-16957', 'SKIPPER.NS-511-526', 'ACE.NS-1080-1069', 'INDUSTOWER.NS-346-333', 'WAAREEENER.NS-3205-3227']",2025-09-26
116,186,945.7891731262207,1114339.0105895996,1115284.7997627258,7,"['NMDC.NS-72-71', 'DIXON.NS-16678-16957', 'ACE.NS-1076-1069', 'INDUSTOWER.NS-347-333', 'WAAREEENER.NS-3278-3227', 'MCX.NS-1588-1469', 'GALLANTT.NS-666-617']",2025-09-29
117,187,114.8724250793457,1108691.7748718262,1108806.6472969055,7,"['NMDC.NS-74-71', 'ACE.NS-1072-1069', 'INDUSTOWER.NS-342-333', 'WAAREEENER.NS-3326-3227', 'MCX.NS-1559-1469', 'GALLANTT.NS-655-617', 'IOC.NS-143-133']",2025-09-30
118,188,114.8724250793457,1118571.685409546,1118686.5578346252,7,"['NMDC.NS-73-71', 'ACE.NS-1069-1069', 'INDUSTOWER.NS-352-333', 'WAAREEENER.NS-3330-3227', 'MCX.NS-1599-1480', 'GALLANTT.NS-666-617', 'IOC.NS-143-133']",2025-10-01
119,189,114.8724250793457,1131526.2902069092,1131641.1626319885,7,"['NMDC.NS-74-71', 'ACE.NS-1076-1069', 'INDUSTOWER.NS-353-333', 'WAAREEENER.NS-3436-3227', 'MCX.NS-1629-1507', 'GALLANTT.NS-670-620', 'IOC.NS-144-134']",2025-10-03
120,190,114.8724250793457,1136923.10546875,1137037.9778938293,7,"['NMDC.NS-73-71', 'ACE.NS-1091-1069', 'INDUSTOWER.NS-353-333', 'WAAREEENER.NS-3439-3227', 'MCX.NS-1638-1516', 'GALLANTT.NS-665-620', 'IOC.NS-148-138']",2025-10-06
121,191,114.8724250793457,1132292.795059204,1132407.6674842834,7,"['NMDC.NS-73-71', 'ACE.NS-1079-1069', 'INDUSTOWER.NS-357-333', 'WAAREEENER.NS-3400-3227', 'MCX.NS-1641-1519', 'GALLANTT.NS-653-620', 'IOC.NS-147-138']",2025-10-07
122,192,114.8724250793457,1127144.4832611084,1127259.3556861877,7,"['NMDC.NS-73-71', 'ACE.NS-1085-1069', 'INDUSTOWER.NS-354-333', 'WAAREEENER.NS-3321-3227', 'MCX.NS-1637-1519', 'GALLANTT.NS-654-620', 'IOC.NS-147-138']",2025-10-08
123,193,114.8724250793457,1144956.2810516357,1145071.153476715,7,"['NMDC.NS-76-71', 'ACE.NS-1071-1069', 'INDUSTOWER.NS-354-333', 'WAAREEENER.NS-3342-3227', 'MCX.NS-1741-1611', 'GALLANTT.NS-662-620', 'IOC.NS-148-138']",2025-10-09
124,194,114.8724250793457,1137233.7973937988,1137348.6698188782,7,"['NMDC.NS-74-71', 'ACE.NS-1069-1069', 'INDUSTOWER.NS-353-333', 'WAAREEENER.NS-3331-3227', 'MCX.NS-1737-1611', 'GALLANTT.NS-657-620', 'IOC.NS-147-138']",2025-10-10
125,195,114.8724250793457,1146340.5014190674,1146455.3738441467,7,"['NMDC.NS-74-71', 'ACE.NS-1081-1069', 'INDUSTOWER.NS-349-333', 'WAAREEENER.NS-3402-3227', 'MCX.NS-1787-1654', 'GALLANTT.NS-654-620', 'IOC.NS-148-138']",2025-10-13
126,196,114.8724250793457,1147302.132232666,1147417.0046577454,7,"['NMDC.NS-73-71', 'ACE.NS-1082-1069', 'INDUSTOWER.NS-338-333', 'WAAREEENER.NS-3482-3227', 'MCX.NS-1879-1739', 'GALLANTT.NS-646-620', 'IOC.NS-146-138']",2025-10-14
127,197,114.8724250793457,1158256.635559082,1158371.5079841614,7,"['NMDC.NS-74-71', 'ACE.NS-1075-1069', 'INDUSTOWER.NS-344-333', 'WAAREEENER.NS-3516-3253', 'MCX.NS-1908-1766', 'GALLANTT.NS-658-620', 'IOC.NS-147-138']",2025-10-15
128,198,114.8724250793457,1157340.7022399902,1157455.5746650696,7,"['NMDC.NS-73-71', 'ACE.NS-1076-1069', 'INDUSTOWER.NS-343-333', 'WAAREEENER.NS-3625-3354', 'MCX.NS-1866-1766', 'GALLANTT.NS-658-620', 'IOC.NS-147-138']",2025-10-16
129,199,114.8724250793457,1145618.4802093506,1145733.35263443,7,"['NMDC.NS-72-71', 'ACE.NS-1086-1069', 'INDUSTOWER.NS-343-333', 'WAAREEENER.NS-3533-3354', 'MCX.NS-1865-1766', 'GALLANTT.NS-633-620', 'IOC.NS-146-138']",2025-10-17
130,200,114.8724250793457,1145652.7046966553,1145767.5771217346,7,"['NMDC.NS-73-71', 'ACE.NS-1112-1069', 'INDUSTOWER.NS-354-333', 'WAAREEENER.NS-3504-3354', 'MCX.NS-1839-1766', 'GALLANTT.NS-602-620', 'IOC.NS-147-138']",2025-10-20
131,201,271.1690559387207,1148699.5775299072,1148970.746585846,7,"['NMDC.NS-73-71', 'ACE.NS-1117-1069', 'INDUSTOWER.NS-360-334', 'WAAREEENER.NS-3512-3354', 'MCX.NS-1837-1766', 'IOC.NS-147-138', 'MANORAMA.NS-1497-1385']",2025-10-21
132,202,271.1690559387207,1141248.842880249,1141520.0119361877,7,"['NMDC.NS-72-71', 'ACE.NS-1101-1069', 'INDUSTOWER.NS-358-334', 'WAAREEENER.NS-3565-3354', 'MCX.NS-1851-1766', 'IOC.NS-143-138', 'MANORAMA.NS-1489-1385']",2025-10-23
133,203,271.1690559387207,1133361.9270019531,1133633.0960578918,7,"['NMDC.NS-72-71', 'ACE.NS-1110-1069', 'INDUSTOWER.NS-361-335', 'WAAREEENER.NS-3529-3354', 'MCX.NS-1800-1766', 'IOC.NS-144-138', 'MANORAMA.NS-1441-1385']",2025-10-24
134,204,271.1690559387207,1148907.180633545,1149178.3496894836,7,"['NMDC.NS-72-71', 'ACE.NS-1114-1069', 'INDUSTOWER.NS-371-344', 'WAAREEENER.NS-3585-3354', 'MCX.NS-1861-1766', 'IOC.NS-148-138', 'MANORAMA.NS-1401-1385']",2025-10-27
135,205,271.1690559387207,1141036.564819336,1141307.7338752747,7,"['NMDC.NS-72-71', 'ACE.NS-1082-1069', 'INDUSTOWER.NS-385-357', 'WAAREEENER.NS-3486-3354', 'MCX.NS-1823-1766', 'IOC.NS-148-138', 'MANORAMA.NS-1390-1385']",2025-10-28
136,206,271.1690559387207,1158950.9062194824,1159222.0752754211,7,"['NMDC.NS-74-71', 'ACE.NS-1105-1069', 'INDUSTOWER.NS-381-357', 'WAAREEENER.NS-3477-3354', 'MCX.NS-1835-1766', 'IOC.NS-156-145', 'MANORAMA.NS-1413-1385']",2025-10-29
137,207,271.1690559387207,1148054.0294647217,1148325.1985206604,7,"['NMDC.NS-73-71', 'ACE.NS-1112-1069', 'INDUSTOWER.NS-368-357', 'WAAREEENER.NS-3432-3354', 'MCX.NS-1820-1766', 'IOC.NS-156-145', 'MANORAMA.NS-1399-1385']",2025-10-30
138,208,271.1690559387207,1148314.780166626,1148585.9492225647,7,"['NMDC.NS-73-71', 'ACE.NS-1100-1069', 'INDUSTOWER.NS-363-357', 'WAAREEENER.NS-3427-3354', 'MCX.NS-1848-1766', 'IOC.NS-158-148', 'MANORAMA.NS-1391-1385']",2025-10-31
139,209,271.1690559387207,1162931.434173584,1163202.6032295227,7,"['NMDC.NS-73-71', 'ACE.NS-1095-1069', 'INDUSTOWER.NS-382-357', 'WAAREEENER.NS-3430-3354', 'MCX.NS-1905-1766', 'IOC.NS-160-149', 'MANORAMA.NS-1378-1385']",2025-11-03
140,210,271.1690559387207,1154368.73147583,1154639.9005317688,7,"['NMDC.NS-72-71', 'ACE.NS-1097-1069', 'INDUSTOWER.NS-392-364', 'WAAREEENER.NS-3369-3354', 'MCX.NS-1865-1766', 'IOC.NS-162-151', 'MANORAMA.NS-1324-1385']",2025-11-04
141,211,1377.4942512512207,1145164.3452148438,1146541.839466095,7,"['NMDC.NS-70-71', 'ACE.NS-1072-1069', 'INDUSTOWER.NS-398-369', 'WAAREEENER.NS-3369-3354', 'MCX.NS-1850-1766', 'IOC.NS-161-151', 'NUVAMA.NS-1434-1327']",2025-11-06
142,212,253.7529182434082,1141475.1281433105,1141728.881061554,7,"['NMDC.NS-72-71', 'INDUSTOWER.NS-400-371', 'WAAREEENER.NS-3276-3354', 'MCX.NS-1886-1766', 'IOC.NS-162-151', 'NUVAMA.NS-1432-1327', 'CRIZAC.NS-297-275']",2025-11-07
143,213,253.7529182434082,1142242.6640625,1142496.4169807434,7,"['NMDC.NS-72-71', 'INDUSTOWER.NS-398-371', 'WAAREEENER.NS-3315-3354', 'MCX.NS-1906-1766', 'IOC.NS-162-151', 'NUVAMA.NS-1465-1356', 'CRIZAC.NS-285-275']",2025-11-10
144,214,1160.9575080871582,1149428.6591644287,1150589.6166725159,7,"['NMDC.NS-73-71', 'INDUSTOWER.NS-400-371', 'MCX.NS-1899-1766', 'IOC.NS-165-153', 'NUVAMA.NS-1455-1356', 'CRIZAC.NS-291-275', 'LODHA.NS-1221-1130']",2025-11-11
145,215,1160.9575080871582,1149832.4072113037,1150993.3647193909,7,"['NMDC.NS-74-71', 'INDUSTOWER.NS-406-377', 'MCX.NS-1886-1766', 'IOC.NS-165-153', 'NUVAMA.NS-1456-1356', 'CRIZAC.NS-285-275', 'LODHA.NS-1217-1130']",2025-11-12
146,216,1160.9575080871582,1154321.1362304688,1155482.093738556,7,"['NMDC.NS-75-71', 'INDUSTOWER.NS-407-378', 'MCX.NS-1919-1776', 'IOC.NS-165-153', 'NUVAMA.NS-1460-1356', 'CRIZAC.NS-285-275', 'LODHA.NS-1217-1130']",2025-11-13
147,217,1160.9575080871582,1152485.9129638672,1153646.8704719543,7,"['NMDC.NS-74-71', 'INDUSTOWER.NS-412-382', 'MCX.NS-1933-1789', 'IOC.NS-164-153', 'NUVAMA.NS-1453-1356', 'CRIZAC.NS-284-275', 'LODHA.NS-1209-1130']",2025-11-14
148,218,1160.9575080871582,1147945.3396759033,1149106.2971839905,7,"['NMDC.NS-74-71', 'INDUSTOWER.NS-410-382', 'MCX.NS-1939-1795', 'IOC.NS-165-154', 'NUVAMA.NS-1459-1356', 'CRIZAC.NS-270-275', 'LODHA.NS-1220-1130']",2025-11-17
149,219,1160.9575080871582,1138318.0361328125,1139478.9936408997,7,"['NMDC.NS-73-71', 'INDUSTOWER.NS-402-382', 'MCX.NS-1933-1795', 'IOC.NS-164-154', 'NUVAMA.NS-1450-1356', 'CRIZAC.NS-274-275', 'LODHA.NS-1192-1130']",2025-11-18
150,220,66.14497756958008,1137643.518585205,1137709.6635627747,7,"['NMDC.NS-73-71', 'INDUSTOWER.NS-403-382', 'MCX.NS-1959-1813', 'IOC.NS-162-154', 'NUVAMA.NS-1454-1356', 'LODHA.NS-1202-1130', 'HONASA.NS-293-272']",2025-11-19
151,221,66.14497756958008,1133092.738357544,1133158.8833351135,7,"['NMDC.NS-72-71', 'INDUSTOWER.NS-400-382', 'MCX.NS-1971-1824', 'IOC.NS-161-154', 'NUVAMA.NS-1453-1356', 'LODHA.NS-1200-1130', 'HONASA.NS-290-272']",2025-11-20
152,222,66.14497756958008,1118391.363143921,1118457.5081214905,7,"['NMDC.NS-71-71', 'INDUSTOWER.NS-397-382', 'MCX.NS-1936-1824', 'IOC.NS-160-154', 'NUVAMA.NS-1436-1356', 'LODHA.NS-1176-1130', 'HONASA.NS-286-272']",2025-11-21
153,223,66.14497756958008,1116049.391204834,1116115.5361824036,7,"['NMDC.NS-70-71', 'INDUSTOWER.NS-400-382', 'MCX.NS-1973-1826', 'IOC.NS-158-154', 'NUVAMA.NS-1397-1356', 'LODHA.NS-1159-1130', 'HONASA.NS-290-272']",2025-11-24
154,224,237.17428970336914,1117284.2647247314,1117521.4390144348,7,"['INDUSTOWER.NS-403-382', 'MCX.NS-1973-1826', 'IOC.NS-157-154', 'NUVAMA.NS-1381-1356', 'LODHA.NS-1160-1130', 'HONASA.NS-295-273', 'V2RETAIL.NS-240-223']",2025-11-25
155,225,237.17428970336914,1138633.2716064453,1138870.4458961487,7,"['INDUSTOWER.NS-405-382', 'MCX.NS-2056-1903', 'IOC.NS-158-154', 'NUVAMA.NS-1448-1356', 'LODHA.NS-1163-1130', 'HONASA.NS-293-273', 'V2RETAIL.NS-249-231']",2025-11-26
156,226,237.17428970336914,1133215.3705596924,1133452.5448493958,7,"['INDUSTOWER.NS-404-382', 'MCX.NS-2084-1929', 'IOC.NS-156-154', 'NUVAMA.NS-1462-1356', 'LODHA.NS-1156-1130', 'HONASA.NS-289-273', 'V2RETAIL.NS-243-231']",2025-11-27
157,227,237.17428970336914,1124190.6264038086,1124427.800693512,7,"['INDUSTOWER.NS-401-382', 'MCX.NS-2014-1929', 'IOC.NS-154-154', 'NUVAMA.NS-1478-1368', 'LODHA.NS-1148-1130', 'HONASA.NS-289-273', 'V2RETAIL.NS-244-231']",2025-11-28
158,228,237.17428970336914,1123385.7685699463,1123622.9428596497,7,"['INDUSTOWER.NS-396-382', 'MCX.NS-2042-1929', 'IOC.NS-156-154', 'NUVAMA.NS-1476-1368', 'LODHA.NS-1128-1130', 'HONASA.NS-286-273', 'V2RETAIL.NS-247-231']",2025-12-01
159,229,237.17428970336914,1115746.2652435303,1115983.4395332336,7,"['INDUSTOWER.NS-401-382', 'MCX.NS-2043-1929', 'IOC.NS-155-154', 'NUVAMA.NS-1440-1368', 'LODHA.NS-1119-1130', 'HONASA.NS-285-273', 'V2RETAIL.NS-239-231']",2025-12-02
160,230,140432.4773902893,966321.5501098633,1106754.0275001526,6,"['INDUSTOWER.NS-404-382', 'MCX.NS-2027-1929', 'IOC.NS-157-154', 'NUVAMA.NS-1402-1368', 'HONASA.NS-281-273', 'V2RETAIL.NS-234-231']",2025-12-03
161,231,199.4214210510254,1096944.1744537354,1097143.5958747864,7,"['INDUSTOWER.NS-402-382', 'MCX.NS-2024-1929', 'IOC.NS-155-154', 'NUVAMA.NS-1402-1368', 'HONASA.NS-278-273', 'V2RETAIL.NS-226-231', 'BLS.NS-329-305']",2025-12-04
162,232,2527.378574371338,1105654.3594970703,1108181.7380714417,7,"['INDUSTOWER.NS-415-385', 'MCX.NS-2068-1929', 'IOC.NS-156-154', 'NUVAMA.NS-1420-1368', 'HONASA.NS-274-273', 'BLS.NS-330-306', 'BSE.NS-2808-2598']",2025-12-05
163,233,2527.378574371338,1076329.4775848389,1078856.8561592102,7,"['INDUSTOWER.NS-403-385', 'MCX.NS-2036-1929', 'IOC.NS-155-154', 'NUVAMA.NS-1411-1368', 'HONASA.NS-256-273', 'BLS.NS-312-306', 'BSE.NS-2791-2598']",2025-12-08
164,234,44.229373931884766,1082561.163345337,1082605.3927192688,7,"['INDUSTOWER.NS-403-385', 'MCX.NS-2071-1929', 'IOC.NS-156-154', 'NUVAMA.NS-1401-1368', 'BLS.NS-317-306', 'BSE.NS-2708-2598', 'SPARC.NS-142-132']",2025-12-09
165,235,44.229373931884766,1060935.0548858643,1060979.2842597961,7,"['INDUSTOWER.NS-404-385', 'MCX.NS-1972-1929', 'IOC.NS-156-154', 'NUVAMA.NS-1389-1368', 'BLS.NS-315-306', 'BSE.NS-2574-2598', 'SPARC.NS-137-132']",2025-12-10
166,236,44.229373931884766,1073608.5660095215,1073652.7953834534,7,"['INDUSTOWER.NS-410-385', 'MCX.NS-1987-1929', 'IOC.NS-154-154', 'NUVAMA.NS-1432-1368', 'BLS.NS-317-306', 'BSE.NS-2691-2598', 'SPARC.NS-137-132']",2025-12-11
167,237,44.229373931884766,1085706.447479248,1085750.67685318,7,"['INDUSTOWER.NS-415-385', 'MCX.NS-2032-1929', 'IOC.NS-156-154', 'NUVAMA.NS-1456-1368', 'BLS.NS-318-306', 'BSE.NS-2727-2598', 'SPARC.NS-136-132']",2025-12-12
168,238,44.229373931884766,1081237.1237487793,1081281.3531227112,7,"['INDUSTOWER.NS-409-385', 'MCX.NS-2037-1929', 'IOC.NS-161-154', 'NUVAMA.NS-1441-1368', 'BLS.NS-314-306', 'BSE.NS-2641-2598', 'SPARC.NS-136-132']",2025-12-15
169,239,44.229373931884766,1071700.7953033447,1071745.0246772766,7,"['INDUSTOWER.NS-408-385', 'MCX.NS-2032-1929', 'IOC.NS-160-154', 'NUVAMA.NS-1424-1368', 'BLS.NS-312-306', 'BSE.NS-2599-2598', 'SPARC.NS-132-132']",2025-12-16
170,240,44.229373931884766,1066725.3878936768,1066769.6172676086,7,"['INDUSTOWER.NS-407-385', 'MCX.NS-2005-1929', 'IOC.NS-161-154', 'NUVAMA.NS-1420-1368', 'BLS.NS-309-306', 'BSE.NS-2623-2598', 'SPARC.NS-130-132']",2025-12-17
171,241,44.229373931884766,1076247.581161499,1076291.810535431,7,"['INDUSTOWER.NS-408-385', 'MCX.NS-2034-1929', 'IOC.NS-159-154', 'NUVAMA.NS-1446-1368', 'BLS.NS-314-306', 'BSE.NS-2675-2598', 'SPARC.NS-131-132']",2025-12-18
172,242,44.229373931884766,1095524.3210754395,1095568.5504493713,7,"['INDUSTOWER.NS-414-385', 'MCX.NS-2061-1929', 'IOC.NS-160-154', 'NUVAMA.NS-1420-1368', 'BLS.NS-322-306', 'BSE.NS-2677-2598', 'SPARC.NS-143-134']",2025-12-19
173,243,44.229373931884766,1106404.3938903809,1106448.6232643127,7,"['INDUSTOWER.NS-411-385', 'MCX.NS-2164-2002', 'IOC.NS-161-154', 'NUVAMA.NS-1414-1368', 'BLS.NS-325-306', 'BSE.NS-2768-2598', 'SPARC.NS-139-134']",2025-12-22
174,244,44.229373931884766,1100181.7471313477,1100225.9765052795,7,"['INDUSTOWER.NS-414-385', 'MCX.NS-2165-2004', 'IOC.NS-161-154', 'NUVAMA.NS-1442-1368', 'BLS.NS-320-306', 'BSE.NS-2730-2598', 'SPARC.NS-134-134']",2025-12-23
175,245,44.229373931884766,1106406.791732788,1106451.02110672,7,"['INDUSTOWER.NS-423-393', 'MCX.NS-2165-2004', 'IOC.NS-159-154', 'NUVAMA.NS-1508-1396', 'BLS.NS-321-306', 'BSE.NS-2663-2598', 'SPARC.NS-135-134']",2025-12-24
176,246,44.229373931884766,1101389.3471374512,1101433.576511383,7,"['INDUSTOWER.NS-419-393', 'MCX.NS-2210-2045', 'IOC.NS-158-154', 'NUVAMA.NS-1479-1396', 'BLS.NS-317-306', 'BSE.NS-2642-2598', 'SPARC.NS-134-134']",2025-12-26
177,247,44.229373931884766,1096609.5446929932,1096653.774066925,7,"['INDUSTOWER.NS-422-393', 'MCX.NS-2187-2045', 'IOC.NS-159-154', 'NUVAMA.NS-1447-1396', 'BLS.NS-314-306', 'BSE.NS-2621-2598', 'SPARC.NS-133-134']",2025-12-29
178,248,44.229373931884766,1092851.1047668457,1092895.3341407776,7,"['INDUSTOWER.NS-422-393', 'MCX.NS-2177-2045', 'IOC.NS-159-154', 'NUVAMA.NS-1437-1396', 'BLS.NS-314-306', 'BSE.NS-2574-2598', 'SPARC.NS-134-134']",2025-12-30
179,249,44.229373931884766,1108359.4920806885,1108403.7214546204,7,"['INDUSTOWER.NS-418-393', 'MCX.NS-2227-2061', 'IOC.NS-164-154', 'NUVAMA.NS-1466-1396', 'BLS.NS-318-306', 'BSE.NS-2625-2598', 'SPARC.NS-134-134']",2025-12-31
180,250,44.229373931884766,1109584.049835205,1109628.279209137,7,"['INDUSTOWER.NS-435-404', 'MCX.NS-2197-2061', 'IOC.NS-163-154', 'NUVAMA.NS-1444-1396', 'BLS.NS-314-306', 'BSE.NS-2621-2598', 'SPARC.NS-135-134']",2026-01-01
181,251,44.229373931884766,1118435.5120239258,1118479.7413978577,7,"['INDUSTOWER.NS-442-409', 'MCX.NS-2216-2061', 'IOC.NS-164-154', 'NUVAMA.NS-1454-1396', 'BLS.NS-314-306', 'BSE.NS-2659-2598', 'SPARC.NS-135-134']",2026-01-02
