,day,cash,portfolio,equity,positions,current,date
182,252,44.229373931884766,1113044.3022613525,1113088.5316352844,7,"['INDUSTOWER.NS-434-409', 'MCX.NS-2199-2061', 'IOC.NS-162-154', 'NUVAMA.NS-1478-1396', 'BLS.NS-314-306', 'BSE.NS-2666-2598', 'SPARC.NS-135-134']",2026-01-05
183,253,44.229373931884766,1114962.4060668945,1115006.6354408264,7,"['INDUSTOWER.NS-432-409', 'MCX.NS-2246-2078', 'IOC.NS-161-154', 'NUVAMA.NS-1464-1396', 'BLS.NS-310-306', 'BSE.NS-2699-2598', 'SPARC.NS-135-134']",2026-01-06
184,254,44.229373931884766,1121885.9489593506,1121930.1783332825,7,"['INDUSTOWER.NS-429-409', 'MCX.NS-2305-2133', 'IOC.NS-160-154', 'NUVAMA.NS-1464-1396', 'BLS.NS-311-306', 'BSE.NS-2737-2598', 'SPARC.NS-137-134']",2026-01-07
185,255,44.229373931884766,1098010.4101104736,1098054.6394844055,7,"['INDUSTOWER.NS-430-409', 'MCX.NS-2231-2133', 'IOC.NS-154-154', 'NUVAMA.NS-1435-1396', 'BLS.NS-304-306', 'BSE.NS-2686-2598', 'SPARC.NS-135-134']",2026-01-08
186,256,44.229373931884766,1088825.4288482666,1088869.6582221985,7,"['INDUSTOWER.NS-433-409', 'MCX.NS-2191-2133', 'IOC.NS-155-154', 'NUVAMA.NS-1411-1396', 'BLS.NS-299-306', 'BSE.NS-2662-2598', 'SPARC.NS-132-134']",2026-01-09
187,257,24.728443145751953,1098911.3234100342,1098936.05185318,7,"['INDUSTOWER.NS-432-409', 'MCX.NS-2235-2133', 'IOC.NS-156-154', 'NUVAMA.NS-1404-1396', 'BSE.NS-2783-2598', 'SPARC.NS-135-134', 'NMDC.NS-79-74']",2026-01-12
188,258,24.728443145751953,1104728.6015167236,1104753.3299598694,7,"['INDUSTOWER.NS-427-409', 'MCX.NS-2293-2133', 'IOC.NS-155-154', 'NUVAMA.NS-1406-1396', 'BSE.NS-2824-2613', 'SPARC.NS-135-134', 'NMDC.NS-79-74']",2026-01-13
189,259,24.728443145751953,1127135.6173553467,1127160.3457984924,7,"['INDUSTOWER.NS-438-409', 'MCX.NS-2417-2236', 'IOC.NS-157-154', 'NUVAMA.NS-1421-1396', 'BSE.NS-2829-2618', 'SPARC.NS-135-134', 'NMDC.NS-81-76']",2026-01-14
190,260,24.728443145751953,1127135.6173553467,1127160.3457984924,7,"['INDUSTOWER.NS-438-409', 'MCX.NS-2417-2236', 'IOC.NS-157-154', 'NUVAMA.NS-1421-1396', 'BSE.NS-2829-2618', 'SPARC.NS-135-134', 'NMDC.NS-81-76']",2026-01-15
191,261,24.728443145751953,1128552.7367401123,1128577.465183258,7,"['INDUSTOWER.NS-433-409', 'MCX.NS-2446-2263', 'IOC.NS-159-154', 'NUVAMA.NS-1460-1396', 'BSE.NS-2801-2618', 'SPARC.NS-133-134', 'NMDC.NS-80-76']",2026-01-16
192,262,512.751651763916,1112739.5074005127,1113252.2590522766,7,"['INDUSTOWER.NS-428-409', 'MCX.NS-2429-2263', 'IOC.NS-158-154', 'NUVAMA.NS-1441-1396', 'BSE.NS-2719-2618', 'NMDC.NS-78-76', 'MUTHOOTFIN.NS-3913-3621']",2026-01-19
193,263,512.751651763916,1087423.7803649902,1087936.5320167542,7,"['INDUSTOWER.NS-414-409', 'MCX.NS-2373-2263', 'IOC.NS-156-154', 'NUVAMA.NS-1407-1396', 'BSE.NS-2646-2618', 'NMDC.NS-76-76', 'MUTHOOTFIN.NS-3897-3621']",2026-01-20
194,264,512.751651763916,1075654.7049560547,1076167.4566078186,7,"['INDUSTOWER.NS-414-409', 'MCX.NS-2320-2263', 'IOC.NS-156-154', 'NUVAMA.NS-1351-1396', 'BSE.NS-2621-2618', 'NMDC.NS-76-76', 'MUTHOOTFIN.NS-3873-3621']",2026-01-21
195,265,9393.837345123291,1072208.81350708,1081602.6508522034,7,"['INDUSTOWER.NS-419-409', 'MCX.NS-2314-2263', 'IOC.NS-157-154', 'BSE.NS-2701-2618', 'NMDC.NS-75-76', 'MUTHOOTFIN.NS-3829-3621', 'FORCEMOT.NS-20695-19143']",2026-01-22
196,266,9393.837345123291,1050229.80758667,1059623.6449317932,7,"['INDUSTOWER.NS-413-409', 'MCX.NS-2282-2263', 'IOC.NS-154-154', 'BSE.NS-2678-2618', 'NMDC.NS-74-76', 'MUTHOOTFIN.NS-3770-3621', 'FORCEMOT.NS-19325-19143']",2026-01-23
197,267,9393.837345123291,1077689.841369629,1087083.6787147522,7,"['INDUSTOWER.NS-422-409', 'MCX.NS-2418-2263', 'IOC.NS-156-154', 'BSE.NS-2753-2618', 'NMDC.NS-76-76', 'MUTHOOTFIN.NS-3834-3621', 'FORCEMOT.NS-18785-19143']",2026-01-27
198,268,9393.837345123291,1110604.922088623,1119998.7594337463,7,"['INDUSTOWER.NS-425-409', 'MCX.NS-2593-2399', 'IOC.NS-160-154', 'BSE.NS-2814-2618', 'NMDC.NS-79-76', 'MUTHOOTFIN.NS-3922-3629', 'FORCEMOT.NS-18895-19143']",2026-01-28
199,269,101568.83734512329,1043783.0257873535,1145351.8631324768,6,"['INDUSTOWER.NS-441-409', 'MCX.NS-2686-2485', 'IOC.NS-161-154', 'BSE.NS-2854-2641', 'NMDC.NS-82-76', 'MUTHOOTFIN.NS-4057-3754']",2026-01-29
200,270,101568.83734512329,1013384.3474807739,1114953.1848258972,6,"['INDUSTOWER.NS-444-411', 'MCX.NS-2528-2485', 'IOC.NS-161-154', 'BSE.NS-2789-2641', 'NMDC.NS-78-76', 'MUTHOOTFIN.NS-3797-3754']",2026-01-30
201,271,436636.3529701233,640675.2556610107,1077311.608631134,4,"['INDUSTOWER.NS-431-411', 'IOC.NS-162-154', 'BSE.NS-2694-2641', 'NMDC.NS-79-76']",2026-02-02
202,272,291205.7498512268,800658.2532730103,1091864.003124237,5,"['INDUSTOWER.NS-438-411', 'IOC.NS-165-154', 'BSE.NS-2853-2641', 'NMDC.NS-79-76', 'NAZARA.NS-284-264']",2026-02-03
203,273,291205.7498512268,814830.4339447021,1106036.183795929,5,"['INDUSTOWER.NS-445-412', 'IOC.NS-170-158', 'BSE.NS-2888-2673', 'NMDC.NS-83-78', 'NAZARA.NS-278-264']",2026-02-04
204,274,291205.7498512268,813784.7687835693,1104990.5186347961,5,"['INDUSTOWER.NS-442-412', 'IOC.NS-173-161', 'BSE.NS-2884-2673', 'NMDC.NS-82-78', 'NAZARA.NS-276-264']",2026-02-05
205,275,291205.7498512268,803869.2601776123,1095075.010028839,5,"['INDUSTOWER.NS-443-412', 'IOC.NS-173-161', 'BSE.NS-2889-2673', 'NMDC.NS-81-78', 'NAZARA.NS-259-264']",2026-02-06
206,276,291205.7498512268,822603.4917602539,1113809.2416114807,5,"['INDUSTOWER.NS-456-422', 'IOC.NS-173-161', 'BSE.NS-2977-2754', 'NMDC.NS-81-78', 'NAZARA.NS-272-264']",2026-02-09
207,277,147905.15268325806,982795.3373336792,1130700.4900169373,6,"['INDUSTOWER.NS-459-425', 'IOC.NS-175-163', 'BSE.NS-3165-2929', 'NMDC.NS-82-78', 'NAZARA.NS-278-264', 'MCX.NS-2470-2286']",2026-02-10
208,278,173.69971084594727,1132865.7886276245,1133039.4883384705,7,"['INDUSTOWER.NS-467-433', 'IOC.NS-179-166', 'BSE.NS-3168-2932', 'NMDC.NS-82-78', 'NAZARA.NS-278-264', 'MCX.NS-2372-2286', 'MONARCH.NS-303-281']",2026-02-11
209,279,173.69971084594727,1131893.7278671265,1132067.4275779724,7,"['INDUSTOWER.NS-474-439', 'IOC.NS-175-166', 'BSE.NS-3134-2932', 'NMDC.NS-82-78', 'NAZARA.NS-277-264', 'MCX.NS-2441-2286', 'MONARCH.NS-300-281']",2026-02-12
210,280,173.69971084594727,1110094.8763961792,1110268.5761070251,7,"['INDUSTOWER.NS-466-439', 'IOC.NS-174-166', 'BSE.NS-3017-2932', 'NMDC.NS-79-78', 'NAZARA.NS-279-264', 'MCX.NS-2340-2286', 'MONARCH.NS-297-281']",2026-02-13
211,281,477.85629653930664,1097345.424293518,1097823.2805900574,7,"['INDUSTOWER.NS-473-439', 'IOC.NS-172-166', 'NMDC.NS-80-78', 'NAZARA.NS-275-264', 'MCX.NS-2339-2286', 'MONARCH.NS-291-281', 'SARDAEN.NS-504-467']",2026-02-16
212,282,477.85629653930664,1094976.8581695557,1095454.714466095,7,"['INDUSTOWER.NS-472-439', 'IOC.NS-173-166', 'NMDC.NS-79-78', 'NAZARA.NS-275-264', 'MCX.NS-2283-2286', 'MONARCH.NS-293-281', 'SARDAEN.NS-512-474']",2026-02-17
213,283,477.85629653930664,1104671.816268921,1105149.6725654602,7,"['INDUSTOWER.NS-477-442', 'IOC.NS-176-166', 'NMDC.NS-80-78', 'NAZARA.NS-276-264', 'MCX.NS-2341-2286', 'MONARCH.NS-291-281', 'SARDAEN.NS-510-474']",2026-02-18
214,284,477.85629653930664,1093601.3921813965,1094079.2484779358,7,"['INDUSTOWER.NS-472-442', 'IOC.NS-172-166', 'NMDC.NS-79-78', 'NAZARA.NS-272-264', 'MCX.NS-2361-2286', 'MONARCH.NS-288-281', 'SARDAEN.NS-510-474']",2026-02-19
215,285,477.85629653930664,1095827.7246627808,1096305.58095932,7,"['INDUSTOWER.NS-474-442', 'IOC.NS-171-166', 'NMDC.NS-80-78', 'NAZARA.NS-270-264', 'MCX.NS-2395-2286', 'MONARCH.NS-286-281', 'SARDAEN.NS-512-474']",2026-02-20
216,286,477.85629653930664,1096372.391204834,1096850.2475013733,7,"['INDUSTOWER.NS-472-442', 'IOC.NS-174-166', 'NMDC.NS-78-78', 'NAZARA.NS-272-264', 'MCX.NS-2396-2286', 'MONARCH.NS-285-281', 'SARDAEN.NS-511-474']",2026-02-23
217,287,477.85629653930664,1098617.4514465332,1099095.3077430725,7,"['INDUSTOWER.NS-469-442', 'IOC.NS-177-166', 'NMDC.NS-80-78', 'NAZARA.NS-269-264', 'MCX.NS-2395-2286', 'MONARCH.NS-276-281', 'SARDAEN.NS-519-481']",2026-02-24
218,288,477.85629653930664,1106833.1826324463,1107311.0389289856,7,"['INDUSTOWER.NS-461-442', 'IOC.NS-180-168', 'NMDC.NS-81-78', 'NAZARA.NS-267-264', 'MCX.NS-2449-2286', 'MONARCH.NS-279-281', 'SARDAEN.NS-532-493']",2026-02-25
219,289,477.85629653930664,1106308.4896087646,1106786.345905304,7,"['INDUSTOWER.NS-461-442', 'IOC.NS-184-171', 'NMDC.NS-82-78', 'NAZARA.NS-264-264', 'MCX.NS-2458-2286', 'MONARCH.NS-277-281', 'SARDAEN.NS-518-493']",2026-02-26
220,290,477.85629653930664,1111936.2186813354,1112414.0749778748,7,"['INDUSTOWER.NS-454-442', 'IOC.NS-185-172', 'NMDC.NS-81-78', 'NAZARA.NS-264-264', 'MCX.NS-2443-2286', 'MONARCH.NS-279-281', 'SARDAEN.NS-551-511']",2026-02-27
221,291,132370.3146095276,959557.1893692017,1091927.5039787292,6,"['INDUSTOWER.NS-448-442', 'IOC.NS-176-172', 'NMDC.NS-81-78', 'MCX.NS-2501-2314', 'SARDAEN.NS-544-511', 'SEAMECLTD.NS-1347-1247']",2026-03-02
222,292,132370.3146095276,930757.1835250854,1063127.498134613,6,"['INDUSTOWER.NS-442-442', 'IOC.NS-168-172', 'NMDC.NS-76-78', 'MCX.NS-2478-2314', 'SARDAEN.NS-521-511', 'SEAMECLTD.NS-1333-1247']",2026-03-04
223,293,304.3146095275879,1079992.2722167969,1080296.5868263245,7,"['INDUSTOWER.NS-451-442', 'IOC.NS-169-172', 'NMDC.NS-78-78', 'MCX.NS-2553-2362', 'SARDAEN.NS-542-511', 'SEAMECLTD.NS-1322-1247', 'PREMEXPLN.NS-506-469']",2026-03-05
224,294,2775.4561653137207,1081246.5384750366,1084021.9946403503,7,"['INDUSTOWER.NS-452-442', 'NMDC.NS-79-78', 'MCX.NS-2533-2362', 'SARDAEN.NS-553-512', 'SEAMECLTD.NS-1346-1247', 'PREMEXPLN.NS-507-470', 'THANGAMAYL.NS-3684-3409']",2026-03-06
225,295,2775.4561653137207,1059821.2752609253,1062596.731426239,7,"['INDUSTOWER.NS-438-442', 'NMDC.NS-79-78', 'MCX.NS-2577-2384', 'SARDAEN.NS-539-512', 'SEAMECLTD.NS-1326-1247', 'PREMEXPLN.NS-489-470', 'THANGAMAYL.NS-3560-3409']",2026-03-09
226,296,2775.4561653137207,1072662.015548706,1075437.4717140198,7,"['INDUSTOWER.NS-445-442', 'NMDC.NS-79-78', 'MCX.NS-2578-2385', 'SARDAEN.NS-544-512', 'SEAMECLTD.NS-1322-1247', 'PREMEXPLN.NS-490-470', 'THANGAMAYL.NS-3710-3432']",2026-03-10
227,297,2775.4561653137207,1054610.6039047241,1057386.0600700378,7,"['INDUSTOWER.NS-438-442', 'NMDC.NS-79-78', 'MCX.NS-2531-2385', 'SARDAEN.NS-544-512', 'SEAMECLTD.NS-1320-1247', 'PREMEXPLN.NS-479-470', 'THANGAMAYL.NS-3530-3432']",2026-03-11
228,298,2775.4561653137207,1061199.1981277466,1063974.6542930603,7,"['INDUSTOWER.NS-442-442', 'NMDC.NS-80-78', 'MCX.NS-2526-2385', 'SARDAEN.NS-550-512', 'SEAMECLTD.NS-1340-1247', 'PREMEXPLN.NS-474-470', 'THANGAMAYL.NS-3552-3432']",2026-03-12
229,299,376.5082893371582,1033852.3541564941,1034228.8624458313,7,"['NMDC.NS-78-78', 'MCX.NS-2498-2385', 'SARDAEN.NS-530-512', 'SEAMECLTD.NS-1323-1247', 'PREMEXPLN.NS-450-470', 'THANGAMAYL.NS-3494-3432', 'VMARCIND.NS-691-640']",2026-03-13
230,300,561.0561714172363,1023364.199005127,1023925.2551765442,7,"['NMDC.NS-77-78', 'MCX.NS-2555-2385', 'SARDAEN.NS-505-512', 'SEAMECLTD.NS-1375-1272', 'THANGAMAYL.NS-3438-3432', 'VMARCIND.NS-682-640', 'WHEELS.NS-914-847']",2026-03-16
231,301,561.0561714172363,1041092.4670715332,1041653.5232429504,7,"['NMDC.NS-79-78', 'MCX.NS-2671-2472', 'SARDAEN.NS-522-512', 'SEAMECLTD.NS-1355-1272', 'THANGAMAYL.NS-3485-3432', 'VMARCIND.NS-679-640', 'WHEELS.NS-948-878']",2026-03-17
232,302,561.0561714172363,1044551.4774246216,1045112.5335960388,7,"['NMDC.NS-79-78', 'MCX.NS-2603-2472', 'SARDAEN.NS-526-512', 'SEAMECLTD.NS-1380-1277', 'THANGAMAYL.NS-3491-3432', 'VMARCIND.NS-682-640', 'WHEELS.NS-967-896']",2026-03-18
233,303,561.0561714172363,1018529.321685791,1019090.3778572083,7,"['NMDC.NS-77-78', 'MCX.NS-2530-2472', 'SARDAEN.NS-509-512', 'SEAMECLTD.NS-1363-1277', 'THANGAMAYL.NS-3347-3432', 'VMARCIND.NS-654-640', 'WHEELS.NS-984-911']",2026-03-19
234,304,220.20051956176758,1018265.566986084,1018485.7675056458,7,"['NMDC.NS-79-78', 'MCX.NS-2414-2472', 'SARDAEN.NS-508-512', 'SEAMECLTD.NS-1379-1277', 'VMARCIND.NS-650-640', 'WHEELS.NS-1021-945', 'EBGNG.NS-380-352']",2026-03-20
235,305,266080.09816360474,706825.9848327637,972906.0829963684,5,"['NMDC.NS-75-78', 'SEAMECLTD.NS-1320-1277', 'VMARCIND.NS-607-640', 'WHEELS.NS-977-945', 'EBGNG.NS-374-352']",2026-03-23
236,306,387146.38286972046,613956.7125854492,1001103.0954551697,4,"['SEAMECLTD.NS-1377-1277', 'VMARCIND.NS-634-640', 'WHEELS.NS-1020-945', 'EBGNG.NS-390-361']",2026-03-24
237,307,1320.2947959899902,1015550.0545654297,1016870.3493614197,7,"['SEAMECLTD.NS-1421-1315', 'VMARCIND.NS-656-640', 'WHEELS.NS-1083-1003', 'EBGNG.NS-384-361', 'PNGJL.NS-565-523', 'SAILIFE.NS-1012-937', 'CHENNPETRO.NS-995-921']",2026-03-25
238,308,1320.2947959899902,977480.2260742188,978800.5208702087,7,"['SEAMECLTD.NS-1381-1315', 'VMARCIND.NS-602-640', 'WHEELS.NS-1075-1003', 'EBGNG.NS-370-361', 'PNGJL.NS-553-523', 'SAILIFE.NS-985-937', 'CHENNPETRO.NS-952-921']",2026-03-27
239,309,166705.79131698608,783932.9780883789,950638.769405365,6,"['SEAMECLTD.NS-1408-1315', 'WHEELS.NS-991-1003', 'EBGNG.NS-352-361', 'PNGJL.NS-530-523', 'SAILIFE.NS-972-937', 'CHENNPETRO.NS-959-921']",2026-03-30
240,310,16.356426239013672,971417.8931427002,971434.2495689392,7,"['SEAMECLTD.NS-1442-1335', 'WHEELS.NS-981-1003', 'EBGNG.NS-362-361', 'PNGJL.NS-561-523', 'SAILIFE.NS-976-937', 'CHENNPETRO.NS-1009-935', 'EMMVEE.NS-219-203']",2026-04-01
241,311,119172.9592704773,859564.7317047119,978737.6909751892,6,"['SEAMECLTD.NS-1495-1384', 'EBGNG.NS-368-361', 'PNGJL.NS-569-527', 'SAILIFE.NS-959-937', 'CHENNPETRO.NS-1032-955', 'EMMVEE.NS-217-203']",2026-04-02
242,312,119172.9592704773,855975.121963501,975148.0812339783,6,"['SEAMECLTD.NS-1480-1384', 'EBGNG.NS-367-361', 'PNGJL.NS-578-536', 'SAILIFE.NS-944-937', 'CHENNPETRO.NS-980-955', 'EMMVEE.NS-223-207']",2026-04-06
243,313,119172.9592704773,873158.4259490967,992331.385219574,6,"['SEAMECLTD.NS-1537-1423', 'EBGNG.NS-374-361', 'PNGJL.NS-599-555', 'SAILIFE.NS-945-937', 'CHENNPETRO.NS-968-955', 'EMMVEE.NS-230-214']",2026-04-07
244,314,119172.9592704773,876281.9557342529,995454.9150047302,6,"['SEAMECLTD.NS-1511-1423', 'EBGNG.NS-376-361', 'PNGJL.NS-615-570', 'SAILIFE.NS-973-937', 'CHENNPETRO.NS-989-955', 'EMMVEE.NS-223-214']",2026-04-08
245,315,119172.9592704773,875581.6568450928,994754.6161155701,6,"['SEAMECLTD.NS-1511-1423', 'EBGNG.NS-371-361', 'PNGJL.NS-618-573', 'SAILIFE.NS-978-937', 'CHENNPETRO.NS-983-955', 'EMMVEE.NS-224-214']",2026-04-09
246,316,119172.9592704773,903799.0520324707,1022972.011302948,6,"['SEAMECLTD.NS-1525-1423', 'EBGNG.NS-408-378', 'PNGJL.NS-635-588', 'SAILIFE.NS-999-937', 'CHENNPETRO.NS-973-955', 'EMMVEE.NS-231-215']",2026-04-10
247,317,119172.9592704773,909225.6334686279,1028398.5927391052,6,"['SEAMECLTD.NS-1514-1423', 'EBGNG.NS-418-387', 'PNGJL.NS-643-596', 'SAILIFE.NS-990-937', 'CHENNPETRO.NS-945-955', 'EMMVEE.NS-238-221']",2026-04-13
248,318,119172.9592704773,936050.807434082,1055223.7667045593,6,"['SEAMECLTD.NS-1565-1449', 'EBGNG.NS-423-392', 'PNGJL.NS-658-610', 'SAILIFE.NS-981-937', 'CHENNPETRO.NS-971-955', 'EMMVEE.NS-256-238']",2026-04-15
249,319,119172.9592704773,934089.6016235352,1053262.5608940125,6,"['SEAMECLTD.NS-1548-1449', 'EBGNG.NS-416-392', 'PNGJL.NS-662-613', 'SAILIFE.NS-972-937', 'CHENNPETRO.NS-980-955', 'EMMVEE.NS-259-240']",2026-04-16
250,320,119172.9592704773,953185.7442932129,1072358.7035636902,6,"['SEAMECLTD.NS-1555-1449', 'EBGNG.NS-426-395', 'PNGJL.NS-667-618', 'SAILIFE.NS-971-937', 'CHENNPETRO.NS-1041-964', 'EMMVEE.NS-265-246']",2026-04-17
251,321,1018.7085380554199,1056596.4893188477,1057615.197856903,7,"['SEAMECLTD.NS-1559-1449', 'EBGNG.NS-412-395', 'PNGJL.NS-670-620', 'SAILIFE.NS-959-937', 'CHENNPETRO.NS-1007-964', 'EMMVEE.NS-261-246', 'COROMANDEL.NS-2072-1918']",2026-04-20
252,322,1018.7085380554199,1054569.0391845703,1055587.7477226257,7,"['SEAMECLTD.NS-1519-1449', 'EBGNG.NS-415-395', 'PNGJL.NS-667-620', 'SAILIFE.NS-958-937', 'CHENNPETRO.NS-1022-964', 'EMMVEE.NS-261-246', 'COROMANDEL.NS-2053-1918']",2026-04-21
253,323,1018.7085380554199,1050876.3919677734,1051895.1005058289,7,"['SEAMECLTD.NS-1517-1449', 'EBGNG.NS-374-395', 'PNGJL.NS-673-624', 'SAILIFE.NS-1006-937', 'CHENNPETRO.NS-1071-992', 'EMMVEE.NS-264-246', 'COROMANDEL.NS-2032-1918']",2026-04-22
254,324,166083.3112602234,897724.3698120117,1063807.681072235,6,"['SEAMECLTD.NS-1544-1449', 'PNGJL.NS-671-624', 'SAILIFE.NS-1041-964', 'CHENNPETRO.NS-1069-992', 'EMMVEE.NS-273-254', 'COROMANDEL.NS-2037-1918']",2026-04-23
255,325,163.00803756713867,1038345.0303039551,1038508.0383415222,7,"['SEAMECLTD.NS-1524-1449', 'PNGJL.NS-666-624', 'SAILIFE.NS-1024-964', 'CHENNPETRO.NS-1035-992', 'EMMVEE.NS-256-254', 'COROMANDEL.NS-1993-1918', 'TATATECH.NS-560-519']",2026-04-24
256,326,163.00803756713867,1058140.8859558105,1058303.8939933777,7,"['SEAMECLTD.NS-1555-1449', 'PNGJL.NS-674-625', 'SAILIFE.NS-1067-988', 'CHENNPETRO.NS-997-992', 'EMMVEE.NS-263-254', 'COROMANDEL.NS-2029-1918', 'TATATECH.NS-583-541']",2026-04-27
257,327,163.00803756713867,1061061.9391784668,1061224.947216034,7,"['SEAMECLTD.NS-1535-1449', 'PNGJL.NS-670-625', 'SAILIFE.NS-1047-988', 'CHENNPETRO.NS-1072-992', 'EMMVEE.NS-272-254', 'COROMANDEL.NS-2008-1918', 'TATATECH.NS-561-541']",2026-04-28
258,328,163.00803756713867,1088397.3636779785,1088560.3717155457,7,"['SEAMECLTD.NS-1571-1455', 'PNGJL.NS-668-625', 'SAILIFE.NS-1055-988', 'CHENNPETRO.NS-1139-1055', 'EMMVEE.NS-290-270', 'COROMANDEL.NS-2005-1918', 'TATATECH.NS-563-541']",2026-04-29
259,329,163.00803756713867,1066895.688079834,1067058.6961174011,7,"['SEAMECLTD.NS-1592-1473', 'PNGJL.NS-653-625', 'SAILIFE.NS-1069-990', 'CHENNPETRO.NS-1128-1055', 'EMMVEE.NS-262-270', 'COROMANDEL.NS-1979-1918', 'TATATECH.NS-572-541']",2026-04-30
260,330,199849.40339279175,867209.2927246094,1067058.6961174011,6,"['SEAMECLTD.NS-1592-1473', 'PNGJL.NS-653-625', 'SAILIFE.NS-1069-990', 'CHENNPETRO.NS-1128-1055', 'COROMANDEL.NS-1979-1918', 'TATATECH.NS-572-541']",2026-05-01
261,331,149.88279342651367,1073372.144744873,1073522.0275382996,7,"['SEAMECLTD.NS-1576-1473', 'PNGJL.NS-674-625', 'SAILIFE.NS-1081-1001', 'CHENNPETRO.NS-1111-1055', 'COROMANDEL.NS-1998-1918', 'TATATECH.NS-582-541', 'V2RETAIL.NS-203-189']",2026-05-04
262,332,149.88279342651367,1078802.4559020996,1078952.3386955261,7,"['SEAMECLTD.NS-1557-1473', 'PNGJL.NS-689-638', 'SAILIFE.NS-1081-1001', 'CHENNPETRO.NS-1082-1055', 'COROMANDEL.NS-2009-1918', 'TATATECH.NS-614-569', 'V2RETAIL.NS-200-189']",2026-05-05
263,333,149.88279342651367,1085988.7917785645,1086138.674571991,7,"['SEAMECLTD.NS-1537-1473', 'PNGJL.NS-697-646', 'SAILIFE.NS-1079-1001', 'CHENNPETRO.NS-1072-1055', 'COROMANDEL.NS-2016-1918', 'TATATECH.NS-618-572', 'V2RETAIL.NS-208-193']",2026-05-06
264,334,149.88279342651367,1097925.1999206543,1098075.0827140808,7,"['SEAMECLTD.NS-1558-1473', 'PNGJL.NS-711-658', 'SAILIFE.NS-1089-1008', 'CHENNPETRO.NS-1076-1055', 'COROMANDEL.NS-1963-1918', 'TATATECH.NS-619-574', 'V2RETAIL.NS-215-200']",2026-05-07
265,335,149.88279342651367,1101577.8440246582,1101727.7268180847,7,"['SEAMECLTD.NS-1501-1473', 'PNGJL.NS-727-674', 'SAILIFE.NS-1115-1032', 'CHENNPETRO.NS-1076-1055', 'COROMANDEL.NS-1925-1918', 'TATATECH.NS-621-575', 'V2RETAIL.NS-219-204']",2026-05-08
266,336,149.88279342651367,1079727.319946289,1079877.2027397156,7,"['SEAMECLTD.NS-1515-1473', 'PNGJL.NS-662-674', 'SAILIFE.NS-1126-1042', 'CHENNPETRO.NS-1051-1055', 'COROMANDEL.NS-1864-1918', 'TATATECH.NS-621-575', 'V2RETAIL.NS-216-204']",2026-05-11
267,337,249814.34983444214,807170.444519043,1056984.794353485,5,"['SEAMECLTD.NS-1480-1473', 'SAILIFE.NS-1083-1042', 'CHENNPETRO.NS-1009-1055', 'TATATECH.NS-606-575', 'V2RETAIL.NS-220-204']",2026-05-12
268,338,807.5030326843262,1082015.6487731934,1082823.1518058777,7,"['SEAMECLTD.NS-1511-1473', 'SAILIFE.NS-1085-1042', 'CHENNPETRO.NS-1027-1055', 'TATATECH.NS-616-575', 'V2RETAIL.NS-237-220', 'RUBICON.NS-948-878', 'GENUSPOWER.NS-313-290']",2026-05-13
269,339,61.40684127807617,1074469.8565979004,1074531.2634391785,7,"['SEAMECLTD.NS-1487-1473', 'SAILIFE.NS-1112-1042', 'TATATECH.NS-613-575', 'V2RETAIL.NS-229-220', 'RUBICON.NS-956-885', 'GENUSPOWER.NS-308-290', 'EBGNG.NS-428-396']",2026-05-14
270,340,61.40684127807617,1072389.3872375488,1072450.794078827,7,"['SEAMECLTD.NS-1517-1473', 'SAILIFE.NS-1090-1042', 'TATATECH.NS-611-575', 'V2RETAIL.NS-228-220', 'RUBICON.NS-960-889', 'GENUSPOWER.NS-313-291', 'EBGNG.NS-419-396']",2026-05-15
271,341,61.40684127807617,1067480.6217041016,1067542.0285453796,7,"['SEAMECLTD.NS-1492-1473', 'SAILIFE.NS-1113-1042', 'TATATECH.NS-619-575', 'V2RETAIL.NS-217-220', 'RUBICON.NS-997-923', 'GENUSPOWER.NS-304-291', 'EBGNG.NS-424-396']",2026-05-18
272,342,61.40684127807617,1093682.3942260742,1093743.8010673523,7,"['SEAMECLTD.NS-1561-1473', 'SAILIFE.NS-1125-1042', 'TATATECH.NS-658-610', 'V2RETAIL.NS-226-220', 'RUBICON.NS-984-923', 'GENUSPOWER.NS-309-291', 'EBGNG.NS-417-396']",2026-05-19
273,343,61.40684127807617,1107173.990234375,1107235.397075653,7,"['SEAMECLTD.NS-1617-1496', 'SAILIFE.NS-1141-1056', 'TATATECH.NS-664-615', 'V2RETAIL.NS-227-220', 'RUBICON.NS-986-923', 'GENUSPOWER.NS-309-291', 'EBGNG.NS-426-396']",2026-05-20
274,344,61.40684127807617,1109849.1362609863,1109910.5431022644,7,"['SEAMECLTD.NS-1587-1496', 'SAILIFE.NS-1138-1056', 'TATATECH.NS-654-615', 'V2RETAIL.NS-231-220', 'RUBICON.NS-969-923', 'GENUSPOWER.NS-313-291', 'EBGNG.NS-443-411']",2026-05-21
275,345,61.40684127807617,1113342.356842041,1113403.763683319,7,"['SEAMECLTD.NS-1607-1496', 'SAILIFE.NS-1113-1056', 'TATATECH.NS-661-615', 'V2RETAIL.NS-233-220', 'RUBICON.NS-949-923', 'GENUSPOWER.NS-318-295', 'EBGNG.NS-449-416']",2026-05-22
